Year,"Bill #","Section #"
2007,SB1329,15.2-2242
2007,SB1330,33.1-223.2:17
2007,SB1332,2.2-5211
2007,SB1332,2.2-5212
2007,SB1333,28.2-1203
2007,SB1333,28.2-603
2007,SB1334,28.2-1203
2007,SB1334,28.2-603
2007,SB1335,58.1-604.1
2007,SB1335,15.2-4838.1
2007,SB1335,58.1-608.3
2007,SB1335,15.2-4839
2007,SB1335,58.1-614
2007,SB1336,38.2-3434
2007,SB1337,46.2-214.2
2007,SB1338,22.1-253.13:1
2007,SB1339,62.1-44.19:3.4
2007,SB1339,62.1-44.19:3
2007,SB1339,62.1-44.19:3.1
2007,SB1340,15.2-6407
2007,SB1340,15.2-6400
2007,SB1342,23-38.90
2007,SB1344,58.1-811
2007,SB1346,22.1-296.1
2007,SB1347,37.2-1005
2007,SB1348,33.1-221.1:1.1
2007,SB1349,13.1-501
2007,SB1351,12.1-39
2007,SB1351,15.2-2232
2007,SB1353,63.2-1734
2007,SB1354,40.1-49.4
2007,SB1355,19.2-11.01
2007,SB1356,15.2-2328
2007,SB1357,19.2-10.2
2007,SB1357,19.2-70.3
2007,SB1359,9.1-190
2007,SB1359,9.1-102
2007,SB1359,9.1-187
2007,SB1360,46.2-1307
2007,SB1362,56-265.2
2007,SB1362,56-46.1
2007,SB1363,46.2-1163
2007,SB1365,58.1-3506.1
2007,SB1365,46.2-623
2007,SB1365,58.1-3912
2007,SB1365,58.1-3506
2007,SB1365,30-133
2007,SB1366,58.1-1720
2007,SB1366,58.1-614
2007,SB1366,58.1-603
2007,SB1366,62.1-44.34:13
2007,SB1366,33.1-23.03:8
2007,SB1366,58.1-608.3
2007,SB1366,58.1-1723
2007,SB1366,58.1-638
2007,SB1366,58.1-604
2007,SB1366,58.1-1718.1
2007,SB1366,58.1-609.1
2007,SB1366,58.1-3700.1
2007,SB1366,58.1-639
2007,SB1366,58.1-604.1
2007,SB1368,15.2-2222.1
2007,SB1369,2.2-3711
2007,SB1369,2.2-3705.7
2007,SB1371,4.1-201
2007,SB1371,4.1-119
2007,SB1372,9.1-106
2007,SB1374,2.2-212
2007,SB1375,1-510
2007,SB1376,15.2-2229
2007,SB1377,15.2-2903
2007,SB1378,15.2-976
2007,SB1378,53.1-10
2007,SB1379,33.1-223.2:17
2007,SB1379,58.1-604.1
2007,SB1379,58.1-603
2007,SB1379,58.1-614
2007,SB1379,33.1-223.2:16
2007,SB1379,58.1-604
2007,SB1380,19.2-11.01
2007,SB1381,64.1-16.3
2007,SB1382,24.2-643
2007,SB1383,46.2-625
2007,SB1383,46.2-100
2007,SB1383,46.2-602.1
2007,SB1384,55-50.1
2007,SB1385,53.1-261
2007,SB1385,53.1-263
2007,SB1386,30-58.4
2007,SB1387,15.2-542
2007,SB1389,33.1-391.6
2007,SB1390,15.2-1814
2007,SB1390,15.2-1800
2007,SB1391,54.1-3305
2007,SB1392,15.2-6304.1
2007,SB1392,15.2-6304
2007,SB1393,42.1-36.1
2007,SB1394,58.1-439.18
2007,SB1395,54.1-4400
2007,SB1395,54.1-4414
2007,SB1395,54.1-4409.2
2007,SB1395,54.1-4418
2007,SB1395,54.1-4413.2
2007,SB1395,54.1-4423
2007,SB1395,54.1-4408
2007,SB1395,54.1-4415
2007,SB1395,54.1-4411
2007,SB1395,54.1-4420
2007,SB1395,54.1-1106
2007,SB1395,54.1-4413.5
2007,SB1395,54.1-4409.1
2007,SB1395,54.1-4416
2007,SB1395,54.1-4412.1
2007,SB1395,54.1-4421
2007,SB1396,67-300
2007,SB1397,59.1-41.6
2007,SB1399,33.1-391.4
2007,SB1399,58.1-638
2007,SB1399,46.2-753
2007,SB1399,58.1-1724
2007,SB1400,2.2-3112
2007,SB1400,15.2-1415
2007,SB1400,15.2-2286
2007,SB1402,62.1-194.3
2007,SB1403,2.2-4013
2007,SB1403,28.2-1302
2007,SB1403,36-99.6
2007,SB1403,46.2-1176
2007,SB1403,55-182.2
2007,SB1403,62.1-107
2007,SB1403,62.1-229.2
2007,SB1403,62.1-241.6
2007,SB1403,62.1-248
2007,SB1403,62.1-260
2007,SB1403,62.1-268
2007,SB1403,62.1-44.15:1
2007,SB1403,62.1-44.15:5.2
2007,SB1403,62.1-44.17:4
2007,SB1403,62.1-44.19:16
2007,SB1403,62.1-44.20
2007,SB1403,62.1-44.3
2007,SB1403,62.1-44.34:16
2007,SB1403,62.1-44.34:23
2007,SB1403,62.1-44.4
2007,SB1403,62.1-69.36
2007,SB1403,10.1-1185
2007,SB1403,10.1-1187.6
2007,SB1403,10.1-1307.3
2007,SB1403,10.1-1314
2007,SB1403,10.1-1321
2007,SB1403,10.1-1402.1
2007,SB1403,10.1-1433
2007,SB1403,10.1-1441
2007,SB1403,10.1-1450
2007,SB1403,10.1-2131
2007,SB1403,2.2-4021
2007,SB1403,29.1-214
2007,SB1403,45.1-179.7
2007,SB1403,46.2-1187.2
2007,SB1403,58.1-3660
2007,SB1403,62.1-224
2007,SB1403,62.1-230.1
2007,SB1403,62.1-242
2007,SB1403,62.1-251
2007,SB1403,62.1-263
2007,SB1403,62.1-44.115
2007,SB1403,62.1-44.15:3
2007,SB1403,62.1-44.16
2007,SB1403,62.1-44.18:3
2007,SB1403,62.1-44.19:3
2007,SB1403,62.1-44.25
2007,SB1403,62.1-44.33
2007,SB1403,62.1-44.34:19.1
2007,SB1403,62.1-44.34:9
2007,SB1403,62.1-44.42
2007,SB1403,62.1-85
2007,SB1403,10.1-1186.2:1
2007,SB1403,10.1-1234
2007,SB1403,10.1-1309.1
2007,SB1403,10.1-1316
2007,SB1403,10.1-1323
2007,SB1403,10.1-1408.5
2007,SB1403,10.1-1436
2007,SB1403,10.1-1444
2007,SB1403,10.1-1456
2007,SB1403,15.2-5101
2007,SB1403,2.2-4006
2007,SB1403,28.2-1205
2007,SB1403,32.1-176.7
2007,SB1403,45.1-254
2007,SB1403,54.1-2301
2007,SB1403,62.1-105
2007,SB1403,62.1-229
2007,SB1403,62.1-241.2
2007,SB1403,62.1-245
2007,SB1403,62.1-256
2007,SB1403,62.1-266
2007,SB1403,62.1-44.15
2007,SB1403,62.1-44.15:5.01
2007,SB1403,62.1-44.17:1.1
2007,SB1403,62.1-44.19:14
2007,SB1403,62.1-44.19:7
2007,SB1403,62.1-44.28
2007,SB1403,62.1-44.34:15
2007,SB1403,62.1-44.34:21
2007,SB1403,62.1-44.38
2007,SB1403,62.1-67
2007,SB1403,10.1-1187.1
2007,SB1403,10.1-1307
2007,SB1403,10.1-1311
2007,SB1403,10.1-1320
2007,SB1403,10.1-1402
2007,SB1403,10.1-1431
2007,SB1403,10.1-1439
2007,SB1403,10.1-1447
2007,SB1403,10.1-2117
2007,SB1403,2.2-4014
2007,SB1403,28.2-1403
2007,SB1403,44-146.30
2007,SB1403,46.2-1178.1
2007,SB1403,56-586.1
2007,SB1403,62.1-109
2007,SB1403,62.1-229.3
2007,SB1403,62.1-241.7
2007,SB1403,62.1-249
2007,SB1403,62.1-261
2007,SB1403,62.1-269
2007,SB1403,62.1-44.15:1.1
2007,SB1403,62.1-44.15:6
2007,SB1403,62.1-44.18
2007,SB1403,62.1-44.19:18
2007,SB1403,62.1-44.21
2007,SB1403,62.1-44.31
2007,SB1403,62.1-44.34:18
2007,SB1403,62.1-44.34:25
2007,SB1403,62.1-44.40
2007,SB1403,62.1-69.45
2007,SB1403,10.1-1186
2007,SB1403,10.1-1197.3
2007,SB1403,10.1-1308
2007,SB1403,10.1-1314.1
2007,SB1403,10.1-1322.2
2007,SB1403,10.1-1402.2
2007,SB1403,10.1-1434
2007,SB1403,10.1-1442
2007,SB1403,10.1-1454.1
2007,SB1403,10.1-2500
2007,SB1403,21-122.1
2007,SB1403,32.1-163
2007,SB1403,45.1-179.8
2007,SB1403,46.2-1304.1
2007,SB1403,58.1-3664
2007,SB1403,62.1-225
2007,SB1403,62.1-241.1
2007,SB1403,62.1-243
2007,SB1403,62.1-252
2007,SB1403,62.1-264
2007,SB1403,62.1-44.116
2007,SB1403,62.1-44.15:4
2007,SB1403,62.1-44.17
2007,SB1403,62.1-44.19
2007,SB1403,62.1-44.19:5
2007,SB1403,62.1-44.26
2007,SB1403,62.1-44.34:10
2007,SB1403,62.1-44.34:19.2
2007,SB1403,62.1-44.36
2007,SB1403,62.1-44.43
2007,SB1403,67-401
2007,SB1403,10.1-1186.3
2007,SB1403,10.1-1236
2007,SB1403,10.1-1310
2007,SB1403,10.1-1316.1
2007,SB1403,10.1-1328
2007,SB1403,10.1-1425.23
2007,SB1403,10.1-1437
2007,SB1403,10.1-1445
2007,SB1403,10.1-1457
2007,SB1403,15.2-924
2007,SB1403,2.2-4007
2007,SB1403,28.2-1205.1
2007,SB1403,32.1-233
2007,SB1403,45.1-361.27
2007,SB1403,54.1-505
2007,SB1403,62.1-106
2007,SB1403,62.1-229.1
2007,SB1403,62.1-241.4
2007,SB1403,62.1-247
2007,SB1403,62.1-259
2007,SB1403,62.1-267
2007,SB1403,62.1-44.15:01
2007,SB1403,62.1-44.15:5.1
2007,SB1403,62.1-44.17:3
2007,SB1403,62.1-44.19:15
2007,SB1403,62.1-44.19:8
2007,SB1403,62.1-44.29
2007,SB1403,62.1-44.34:15.1
2007,SB1403,62.1-44.34:22
2007,SB1403,62.1-44.39
2007,SB1403,62.1-69.25
2007,SB1403,10.1-1182
2007,SB1403,10.1-1187.3
2007,SB1403,10.1-1307.01
2007,SB1403,10.1-1312
2007,SB1403,10.1-1320.1
2007,SB1403,10.1-1402.01
2007,SB1403,10.1-1432
2007,SB1403,10.1-1440
2007,SB1403,10.1-1448
2007,SB1403,10.1-2129
2007,SB1403,2.2-4015
2007,SB1403,28.2-638
2007,SB1403,45.1-179.2
2007,SB1403,46.2-1179.1
2007,SB1403,58.1-2289
2007,SB1403,62.1-111
2007,SB1403,62.1-230
2007,SB1403,62.1-241.8
2007,SB1403,62.1-250
2007,SB1403,62.1-262
2007,SB1403,62.1-270
2007,SB1403,62.1-44.15:2
2007,SB1403,62.1-44.15:7
2007,SB1403,62.1-44.18:2
2007,SB1403,62.1-44.19:2
2007,SB1403,62.1-44.23
2007,SB1403,62.1-44.32
2007,SB1403,62.1-44.34:19
2007,SB1403,62.1-44.34:8
2007,SB1403,62.1-44.41
2007,SB1403,62.1-73
2007,SB1403,10.1-1186.2
2007,SB1403,10.1-1232
2007,SB1403,10.1-1309
2007,SB1403,10.1-1315
2007,SB1403,10.1-1322.4
2007,SB1403,10.1-1405
2007,SB1403,10.1-1435
2007,SB1403,10.1-1443
2007,SB1403,10.1-1455
2007,SB1403,15.2-2111
2007,SB1403,28.2-1100
2007,SB1403,32.1-164
2007,SB1403,45.1-179.9
2007,SB1403,54.1-2300
2007,SB1403,62.1-104
2007,SB1403,62.1-227
2007,SB1403,62.1-241.12
2007,SB1403,62.1-244
2007,SB1403,62.1-255
2007,SB1403,62.1-265
2007,SB1403,62.1-44.13
2007,SB1403,62.1-44.15:5
2007,SB1403,62.1-44.17:1
2007,SB1403,62.1-44.19:1
2007,SB1403,62.1-44.19:6
2007,SB1403,62.1-44.27
2007,SB1403,62.1-44.34:11
2007,SB1403,62.1-44.34:20
2007,SB1403,62.1-44.37
2007,SB1403,62.1-44.5
2007,SB1403,8.01-225
2007,SB1403,10.1-1186.4
2007,SB1403,10.1-1300
2007,SB1403,10.1-1310.1
2007,SB1403,10.1-1318
2007,SB1403,10.1-1400
2007,SB1403,10.1-1427
2007,SB1403,10.1-1438
2007,SB1403,10.1-1446
2007,SB1403,10.1-1504
2007,SB1403,2.2-3705.7
2007,SB1404,2.2-3705.3
2007,SB1405,18.2-511.1
2007,SB1406,2.2-4303
2007,SB1409,55-513
2007,SB1410,59.1-392
2007,SB1410,59.1-365
2007,SB1411,15.2-2328
2007,SB1412,46.2-208
2007,SB1412,15.2-2286
2007,SB1413,4.1-207.1
2007,SB1414,15.2-4838.1
2007,SB1414,58.1-802.1
2007,SB1414,33.1-223.2:12
2007,SB1414,58.1-2403
2007,SB1414,15.2-4839
2007,SB1414,46.2-332
2007,SB1414,15.2-4831
2007,SB1414,58.1-3221.2
2007,SB1414,15.2-4840
2007,SB1414,58.1-2402.1
2007,SB1415,58.1-2403
2007,SB1415,46.2-755.1
2007,SB1415,58.1-3221.2
2007,SB1415,33.1-391.6
2007,SB1415,58.1-2402.1
2007,SB1415,58.1-802.1
2007,SB1415,46.2-1167.1
2007,SB1416,56-235.4
2007,SB1416,56-587
2007,SB1416,56-581
2007,SB1416,56-585
2007,SB1416,56-249.6
2007,SB1416,56-589
2007,SB1416,56-582
2007,SB1416,56-234.2
2007,SB1416,56-585.1
2007,SB1416,56-576
2007,SB1416,56-590
2007,SB1416,56-583
2007,SB1417,10.1-1188
2007,SB1417,30-283
2007,SB1417,33.1-23.4:01
2007,SB1417,46.2-1135
2007,SB1417,58.1-2531
2007,SB1417,15.2-2329
2007,SB1417,33.1-19.1
2007,SB1417,33.1-277
2007,SB1417,46.2-697
2007,SB1417,58.1-2706
2007,SB1417,2.2-1514
2007,SB1417,33.1-23.03
2007,SB1417,33.1-69
2007,SB1417,58.1-2249
2007,SB1417,15.2-2223.1
2007,SB1417,33.1-1
2007,SB1417,33.1-268
2007,SB1417,46.2-206.1
2007,SB1417,58.1-2532
2007,SB1417,15.2-2403
2007,SB1417,33.1-2
2007,SB1417,33.1-3
2007,SB1417,46.2-702.1
2007,SB1417,30-278
2007,SB1417,33.1-23.03:8
2007,SB1417,33.1-72.1
2007,SB1417,58.1-2289
2007,SB1417,15.2-2328
2007,SB1417,33.1-13
2007,SB1417,33.1-269
2007,SB1417,46.2-694.1
2007,SB1417,58.1-2701
2007,SB1417,15.2-2403.1
2007,SB1417,33.1-223.2:12
2007,SB1417,33.1-67
2007,SB1417,58.1-2217
2007,SB1420,58.1-1719
2007,SB1420,58.1-1724.2
2007,SB1420,33.1-84.1
2007,SB1420,58.1-1724.3
2007,SB1421,19.2-120
2007,SB1424,58.1-3210
2007,SB1426,54.1-3913.1
2008,HB1,46.2-100
2008,HB4,59.1-200
2008,HB4,59.1-444
2008,HB8,15.2-2118
2008,HB9,51.1-1403
2008,HB10,9.1-400
2008,HB13,18.2-60.3
2008,HB14,23-9.2:3
2008,HB15,46.2-1024
2008,HB15,46.2-1028
2008,HB16,59.1-444
2008,HB16,59.1-200
2008,HB17,46.2-100
2008,HB20,24.2-530
2008,HB20,24.2-535
2008,HB20,24.2-418.1
2008,HB21,54.1-3446
2008,HB22,32.1-49
2008,HB24,60.2-110
2008,HB25,46.2-494
2008,HB25,46.2-498
2008,HB27,46.2-800.2
2008,HB28,46.2-623
2008,HB33,15.2-1610
2008,HB34,18.2-370.1
2008,HB35,59.1-444
2008,HB35,59.1-200
2008,HB36,36-96.6
2008,HB36,36-96.1
2008,HB36,36-96.3
2008,HB36,55-248.47
2008,HB36,36-96.1:1
2008,HB36,36-96.4
2008,HB36,36-96.2
2008,HB37,23-9.2:3
2008,HB38,53.1-187
2008,HB39,46.2-1078.1
2008,HB41,58.1-2706
2008,HB41,58.1-2289
2008,HB41,58.1-2217
2008,HB41,58.1-2701
2008,HB41,58.1-2249
2008,HB42,24.2-542.1
2008,HB42,24.2-203
2008,HB42,24.2-543
2008,HB42,24.2-542
2008,HB42,24.2-673
2008,HB42,24.2-202
2008,HB43,24.2-946
2008,HB43,24.2-946.3
2008,HB44,36-85.18
2008,HB44,36-85.20
2008,HB44,36-85.16
2008,HB46,24.2-947.4
2008,HB46,24.2-951.3
2008,HB46,24.2-949.5
2008,HB46,24.2-952.3
2008,HB46,24.2-950.4
2008,HB47,19.2-120
2008,HB48,46.2-857
2008,HB49,55-50.2
2008,HB51,8.01-226.12
2008,HB52,46.2-730
2008,HB53,24.2-950.1
2008,HB53,24.2-949.5
2008,HB53,24.2-950.4
2008,HB53,24.2-949.9:2
2008,HB53,24.2-947.4
2008,HB55,1-511
2008,HB56,58.1-609.1
2008,HB57,58.1-611.2
2008,HB58,58.1-3912
2008,HB58,58.1-3506.1
2008,HB58,58.1-3523
2008,HB59,58.1-339.11
2008,HB60,22.1-90.1
2008,HB63,46.2-301.1
2008,HB63,19.2-386.16
2008,HB65,24.2-701
2008,HB65,24.2-706
2008,HB65,24.2-643
2008,HB66,32.1-69.3
2008,HB68,24.2-418
2008,HB69,24.2-956.1
2008,HB70,24.2-613
2008,HB73,33.1-12
2008,HB74,58.1-3321
2008,HB75,2.2-505
2008,HB76,58.1-802
2008,HB76,58.1-812
2008,HB76,58.1-801
2008,HB77,58.1-811
2008,HB78,51.1-1403
2008,HB80,8.01-268
2008,HB82,15.2-2286
2008,HB83,38.2-4319
2008,HB85,54.1-3411.1
2008,HB88,24.2-530
2008,HB88,24.2-535
2008,HB88,24.2-418.1
2008,HB89,32.1-46
2008,HB90,2.2-4308.2
2008,HB90,2.2-4317
2008,HB91,46.2-300
2008,HB92,22.1-253.13:1
2008,HB92,22.1-289.1
2008,HB93,19.2-163.01
2008,HB93,19.2-163.01:1
2008,HB94,33.1-23.4
2008,HB95,19.2-336
2008,HB95,19.2-303.4
2008,HB95,16.1-69.48:1
2008,HB95,19.2-335
2008,HB95,17.1-275.7
2008,HB96,60.2-507.1
2008,HB97,22.1-253.13:4
2008,HB98,32.1-325
2008,HB99,24.2-613
2008,HB100,9.1-500
2008,HB101,59.1-512
2008,HB102,58.1-3321
2008,HB103,53.1-218
2008,HB104,46.2-300
2008,HB104,46.2-301.1
2008,HB105,19.2-163.02
2008,HB105,17.1-700
2008,HB105,16.1-218
2008,HB105,17.1-706
2008,HB105,16.1-69.33
2008,HB106,56-88.1
2008,HB107,22.1-19
2008,HB108,46.2-862
2008,HB109,2.2-601.1
2008,HB110,46.2-704
2008,HB111,33.1-23.05
2008,HB112,51.1-155.2
2008,HB113,46.2-817
2008,HB114,29.1-521
2008,HB115,29.1-521
2008,HB116,38.2-4610.1:1
2008,HB116,38.2-4610.1
2008,HB118,23-9.6:1
2008,HB119,10.1-501
2008,HB119,2.2-507
2008,HB120,22.1-253.13:9
2008,HB121,54.1-2969
2008,HB122,24.2-954
2008,HB123,23-9.2:3
2008,HB124,58.1-3660
2008,HB124,58.1-1101
2008,HB124,58.1-3507
2008,HB125,58.1-339.12
2008,HB127,4.1-306
2008,HB129,54.1-2903
2008,HB130,32.1-263
2008,HB131,46.2-1098
2008,HB132,46.2-1242
2008,HB133,46.2-752
2008,HB134,18.2-340.33
2008,HB135,33.1-56.2
2008,HB136,18.2-308.1
2008,HB137,22.1-238
2008,HB137,22.1-243
2008,HB137,22.1-239
2008,HB137,22.1-242
2008,HB138,63.2-1201
2008,HB139,58.1-439.12:02
2008,HB140,22.1-93
2008,HB140,15.2-2503
2008,HB143,8.01-413
2008,HB144,46.2-1143
2008,HB145,8.01-413
2008,HB146,46.2-100
2008,HB146,46.2-742
2008,HB147,33.1-23.03
2008,HB149,16.1-282
2008,HB149,63.2-100
2008,HB149,16.1-228
2008,HB149,63.2-905.1
2008,HB149,16.1-282.1
2008,HB149,63.2-1819
2008,HB149,16.1-281
2008,HB149,63.2-906
2008,HB149,16.1-282.2
2008,HB149,63.2-904
2008,HB150,22.1-79
2008,HB151,8.01-217
2008,HB152,40.1-57.3
2008,HB153,56-597
2008,HB153,56-601
2008,HB155,19.2-120
2008,HB157,8.01-226.12
2008,HB158,33.1-346
2008,HB159,18.2-108
2008,HB161,46.2-395
2008,HB162,58.1-339.12
2008,HB163,58.1-3215
2008,HB165,23-9.2:3
2008,HB167,23-7.4:3
2008,HB168,46.2-472
2008,HB168,46.2-419
2008,HB169,18.2-308
2008,HB170,58.1-609.3
2008,HB170,58.1-402
2008,HB171,62.1-198
2008,HB171,62.1-199
2008,HB172,8.01-417
2008,HB173,37.2-810
2008,HB173,37.2-808
2008,HB175,59.1-200
2008,HB175,59.1-444
2008,HB178,19.2-386.16
2008,HB178,46.2-301.1
2008,HB179,46.2-206.1
2008,HB180,46.2-301.1
2008,HB180,19.2-386.16
2008,HB181,19.2-263.3
2008,HB182,2.2-2905
2008,HB182,23-243
2008,HB182,23-252
2008,HB182,2.2-3711
2008,HB182,23-250
2008,HB182,2.2-215
2008,HB182,23-253
2008,HB182,23-239
2008,HB182,23-251
2008,HB183,58.1-3211
2008,HB184,58.1-3220
2008,HB184,58.1-3221
2008,HB184,58.1-3220.01
2008,HB184,58.1-3220.1
2008,HB185,33.1-223.2:18
2008,HB186,46.2-328.1
2008,HB186,46.2-345
2008,HB187,2.2-4338
2008,HB190,15.2-2244
2008,HB191,32.1-111.8
2008,HB191,32.1-111.5
2008,HB192,32.1-111.9
2008,HB193,32.1-176.5:2
2008,HB195,15.2-2260
2008,HB195,15.2-2201
2008,HB196,38.2-3525
2008,HB197,58.1-803
2008,HB198,2.2-3705.3
2008,HB198,2.2-3902
2008,HB198,15.2-1604
2008,HB198,2.2-519
2008,HB199,24.2-405
2008,HB200,15.2-2286
2008,HB201,30-133
2008,HB202,15.2-1428
2008,HB203,30-133
2008,HB204,23-31
2008,HB204,23-40
2008,HB204,23-214
2008,HB204,23-49.1
2008,HB205,15.2-2286
2008,HB206,57-48
2008,HB206,57-63
2008,HB206,59.1-296
2008,HB206,59.1-318
2008,HB206,59.1-334
2008,HB206,59.1-437
2008,HB206,59.1-448.1
2008,HB206,57-55.3
2008,HB206,57-67
2008,HB206,59.1-298
2008,HB206,59.1-324
2008,HB206,59.1-335.4
2008,HB206,59.1-441.2
2008,HB206,59.1-473
2008,HB206,15.2-963
2008,HB206,57-59
2008,HB206,59.1-207.3
2008,HB206,59.1-313
2008,HB206,59.1-329
2008,HB206,59.1-435
2008,HB206,59.1-445
2008,HB206,57-54
2008,HB206,57-65
2008,HB206,59.1-296.2:1
2008,HB206,59.1-320.1
2008,HB206,59.1-335.2
2008,HB206,59.1-439
2008,HB206,59.1-451
2008,HB206,57-56
2008,HB206,57-69
2008,HB206,59.1-306
2008,HB206,59.1-326
2008,HB206,59.1-429
2008,HB206,59.1-441.4
2008,HB206,59.1-516
2008,HB206,2.2-204
2008,HB206,57-61.2
2008,HB206,59.1-207.44
2008,HB206,59.1-317
2008,HB206,59.1-333
2008,HB206,59.1-436
2008,HB206,59.1-447.1
2008,HB206,57-55.2
2008,HB206,57-66
2008,HB206,59.1-297.2
2008,HB206,59.1-321
2008,HB206,59.1-335.3
2008,HB206,59.1-440
2008,HB206,59.1-452
2008,HB206,57-57
2008,HB206,59.1-203
2008,HB206,59.1-308.2
2008,HB206,59.1-328
2008,HB206,59.1-433
2008,HB206,59.1-441.5
2008,HB208,15.2-2242
2008,HB208,15.2-2280
2008,HB209,22.1-253.13:2
2008,HB210,63.2-1735
2008,HB210,18.2-308.1
2008,HB211,62.1-44.15:21
2008,HB212,15.2-1207
2008,HB213,58.1-339.12
2008,HB214,51.5-44
2008,HB215,58.1-3221.2
2008,HB216,32.1-283
2008,HB218,47.1-13
2008,HB218,47.1-16
2008,HB218,47.1-9
2008,HB218,47.1-13.1
2008,HB218,47.1-5
2008,HB218,17.1-223
2008,HB218,55-106.2
2008,HB218,47.1-14
2008,HB218,47.1-8
2008,HB219,58.1-609.1
2008,HB220,58.1-3818.01
2008,HB221,8.01-226.12
2008,HB222,38.2-5008.1
2008,HB223,18.2-370.2
2008,HB223,18.2-10
2008,HB224,46.2-341.24
2008,HB224,18.2-266
2008,HB224,46.2-411
2008,HB224,46.2-304
2008,HB225,46.2-1095
2008,HB225,46.2-1099
2008,HB226,18.2-340.19
2008,HB227,54.1-1108
2008,HB227,54.1-1100
2008,HB227,54.1-1108.2
2008,HB227,54.1-1106
2008,HB227,54.1-1110
2008,HB228,59.1-293.9
2008,HB228,59.1-293.1
2008,HB229,2.2-2004
2008,HB229,2.2-2715
2008,HB229,2.2-2452
2008,HB229,2.2-2716
2008,HB229,2.2-2681
2008,HB230,58.1-610
2008,HB231,46.2-882
2008,HB232,19.2-72
2008,HB232,19.2-45
2008,HB232,19.2-71
2008,HB233,62.1-193.1
2008,HB233,62.1-193.2
2008,HB234,2.2-2233.1
2008,HB235,46.2-711
2008,HB236,46.2-342
2008,HB237,38.2-4319
2008,HB237,38.2-3418.15
2008,HB238,58.1-322
2008,HB238,58.1-402
2008,HB239,58.1-3221.2
2008,HB241,22.1-209.2
2008,HB242,22.1-253.13:1
2008,HB243,32.1-37.2
2008,HB243,32.1-45.2
2008,HB243,18.2-62
2008,HB244,24.2-946.2
2008,HB245,51.1-510
2008,HB246,22.1-16.4
2008,HB248,15.2-1518
2008,HB248,32.1-116.3
2008,HB250,38.2-5801
2008,HB250,38.2-5802
2008,HB251,2.2-3705.5
2008,HB251,32.1-283.5
2008,HB251,63.2-1606
2008,HB252,38.2-4319
2008,HB252,38.2-3418.15
2008,HB253,12.1-16
2008,HB253,32.1-137.3
2008,HB253,54.1-2909
2008,HB253,2.2-2664
2008,HB253,32.1-330.3
2008,HB253,32.1-137.15
2008,HB253,38.2-305
2008,HB253,2.2-2503
2008,HB253,32.1-137.5
2008,HB253,2.2-5300
2008,HB253,38.2-100
2008,HB253,32.1-137.2
2008,HB253,38.2-400
2008,HB253,2.2-2504
2008,HB253,32.1-137.6
2008,HB253,32.1-137.1
2008,HB253,38.2-229
2008,HB254,46.2-752
2008,HB255,22.1-296
2008,HB255,22.1-79.1
2008,HB256,37.2-817
2008,HB257,37.2-908
2008,HB258,37.2-907
2008,HB259,22.1-254.02
2008,HB260,10.1-104
2008,HB261,46.2-1030
2008,HB262,15.2-958
2008,HB263,58.1-611.2
2008,HB264,55-218.1
2008,HB266,4.1-111
2008,HB266,4.1-210
2008,HB267,37.2-814
2008,HB270,58.1-3211
2008,HB271,9.1-400
2008,HB271,9.1-402
2008,HB273,22.1-7.1
2008,HB274,16.1-241
2008,HB274,17.1-405
2008,HB274,16.1-296
2008,HB274,16.1-298
2008,HB275,58.1-2217
2008,HB275,58.1-2701
2008,HB275,58.1-2249
2008,HB275,58.1-2706
2008,HB275,58.1-2289
2008,HB276,63.2-505.1
2008,HB277,33.1-223.2:18
2008,HB278,32.1-283
2008,HB279,26-12.3
2008,HB281,18.2-308.1:4
2008,HB282,16.1-241
2008,HB283,22.1-207.2
2008,HB284,40.1-28.7:3
2008,HB285,63.2-1234
2008,HB286,63.2-527
2008,HB288,15.2-2800
2008,HB291,22.1-79
2008,HB294,15.2-2110
2008,HB297,40.1-57.3
2008,HB298,38.2-4806
2008,HB299,18.2-10
2008,HB299,19.2-157
2008,HB299,19.2-327.3
2008,HB299,18.2-8
2008,HB299,19.2-270.4:1
2008,HB299,17.1-310
2008,HB299,19.2-120
2008,HB299,19.2-327.1
2008,HB299,18.2-22
2008,HB299,19.2-159
2008,HB299,8.01-195.10
2008,HB299,19.2-100
2008,HB299,19.2-319
2008,HB299,17.1-406
2008,HB299,19.2-152.2
2008,HB299,19.2-327.2
2008,HB299,18.2-25
2008,HB299,19.2-163
2008,HB299,8.01-654
2008,HB299,19.2-102
2008,HB299,19.2-321.2
2008,HB303,28.2-1000.2
2008,HB304,15.2-2288.4
2008,HB305,52-1
2008,HB309,24.2-700
2008,HB309,24.2-701
2008,HB310,24.2-703.2
2008,HB310,24.2-705.1
2008,HB310,24.2-701
2008,HB310,24.2-704
2008,HB310,24.2-101
2008,HB310,24.2-703.1
2008,HB310,24.2-705
2008,HB310,24.2-700
2008,HB311,46.2-301
2008,HB313,2.2-3705.7
2008,HB314,58.1-3253
2008,HB314,58.1-3258.2
2008,HB314,58.1-3276
2008,HB314,58.1-3258
2008,HB314,58.1-3271
2008,HB314,58.1-3258.1
2008,HB314,58.1-3275
2008,HB315,18.2-251
2008,HB315,19.2-392.2
2008,HB317,51.1-1400
2008,HB318,38.2-3407.10
2008,HB319,29.1-312
2008,HB320,27-98
2008,HB321,18.2-57
2008,HB322,24.2-954
2008,HB323,16.1-69.40:1
