Year,"Bill #","Section #"
2021,HB2217,15.2-1809
2021,HB2218,54.1-2903
2021,HB2218,54.1-2521
2021,HB2218,54.1-2519
2021,HB2218,18.2-250.1
2021,HB2218,54.1-2903
2021,HB2218,54.1-2521
2021,HB2218,54.1-2519
2021,HB2218,18.2-250.1
2021,HB2219,38.2-4312.1
2021,HB2219,38.2-4312.1
2021,HB2219,38.2-3407.7
2021,HB2219,38.2-4209.1
2021,HB2221,10.1-1408.1
2021,HB2221,10.1-1408.1
2021,HB2223,46.2-202
2021,HB2223,2.2-2809
2021,HB2223,52-3
2021,HB2223,21-163
2021,HB2223,53.1-11
2021,HB2223,36-111
2021,HB2223,58.1-201
2021,HB2223,42.1-16
2021,HB2223,60.2-109
2021,HB2223,46.2-202
2021,HB2223,10.1-2006
2021,HB2223,5.1-1.3
2021,HB2223,21-163
2021,HB2223,53.1-11
2021,HB2223,30-131
2021,HB2223,54.1-305
2021,HB2223,42.1-16
2021,HB2223,60.2-109
2021,HB2223,44-21
2021,HB2223,10.1-2006
2021,HB2223,5.1-1.3
2021,HB2223,2.2-2809
2021,HB2223,52-3
2021,HB2223,30-131
2021,HB2223,54.1-305
2021,HB2223,36-111
2021,HB2223,58.1-201
2021,HB2223,44-21
2021,HB2226,52-8.6
2021,HB2227,36-99
2021,HB2227,36-99
2021,HB2228,65.2-400
2021,HB2229,54.1-2108.1
2021,HB2229,54.1-2108.1
2021,HB2230,64.2-2000
2021,HB2230,64.2-2000
2021,HB2230,64.2-2003
2021,HB2230,64.2-2003
2021,HB2230,64.2-2007
2021,HB2230,64.2-2007
2021,HB2233,19.2-354
2021,HB2233,19.2-349
2021,HB2233,19.2-305.2
2021,HB2233,19.2-305.1
2021,HB2233,19.2-354
2021,HB2233,19.2-349
2021,HB2233,19.2-305.2
2021,HB2233,19.2-305.1
2021,HB2235,24.2-418
2021,HB2235,24.2-643
2021,HB2236,9.1-175
2021,HB2237,2.2-4321.2
2021,HB2238,22.1-323
2021,HB2238,22.1-323
2021,HB2239,24.2-709.1
2021,HB2239,24.2-712
2021,HB2239,24.2-101
2021,HB2242,22.1-271.4
2021,HB2242,38.2-3407.15
2021,HB2242,32.1-43
2021,HB2242,63.2-1716
2021,HB2242,2.2-3004
2021,HB2242,32.1-47.1
2021,HB2242,22.1-306
2021,HB2242,38.2-3438
2021,HB2242,15.2-1507
2021,HB2242,32.1-46.01
2021,HB2242,63.2-603
2021,HB2242,22.1-271.2
2021,HB2242,32.1-48
2021,HB2242,32.1-127
2021,HB2242,44-146.17
2021,HB2242,15.2-1604
2021,HB2242,32.1-47
2021,HB2242,65.2-402.1
2021,HB2244,22.1-207.1
2021,HB2247,22.1-25
2021,HB2248,46.2-214
2021,HB2248,46.2-208
2021,HB2249,64.2-2008
2021,HB2249,64.2-2012
2021,HB2249,17.1-275
2021,HB2251,32.1-42
2021,HB2251,32.1-13
2021,HB2251,44-146.17
2021,HB2251,32.1-20
2021,HB2254,18.2-152.7:1
2021,HB2254,18.2-152.7:1
2021,HB2254,18.2-427
2021,HB2254,18.2-427
2021,HB2255,24.2-103
2021,HB2256,46.2-1222
2021,HB2256,46.2-1222.1
2021,HB2260,46.2-686
2021,HB2260,46.2-694
2021,HB2261,46.2-744
2021,HB2261,46.2-744
2021,HB2262,46.2-905
2021,HB2262,46.2-839
2021,HB2262,46.2-839
2021,HB2262,46.2-905
2021,HB2263,18.2-25
2021,HB2263,19.2-102
2021,HB2263,19.2-163.4:1
2021,HB2263,19.2-299.1
2021,HB2263,19.2-400
2021,HB2263,8.01-654
2021,HB2263,18.2-251.01
2021,HB2263,19.2-11.01
2021,HB2263,19.2-169.3
2021,HB2263,19.2-311
2021,HB2263,19.2-71
2021,HB2263,17.1-406
2021,HB2263,18.2-30
2021,HB2263,19.2-152.2
2021,HB2263,19.2-217.1
2021,HB2263,19.2-321.2
2021,HB2263,2.2-3705.7
2021,HB2263,18.2-10
2021,HB2263,18.2-31
2021,HB2263,19.2-157
2021,HB2263,19.2-247
2021,HB2263,19.2-327.1
2021,HB2263,53.1-204
2021,HB2263,18.2-19
2021,HB2263,18.2-8
2021,HB2263,19.2-163
2021,HB2263,19.2-295.3
2021,HB2263,19.2-327.3
2021,HB2263,54.1-3307
2021,HB2263,18.2-22
2021,HB2263,19.2-100
2021,HB2263,19.2-163.01
2021,HB2263,19.2-299
2021,HB2263,19.2-389.1
2021,HB2263,8.01-195.10
2021,HB2263,18.2-251.01
2021,HB2263,19.2-11.01
2021,HB2263,19.2-169.3
2021,HB2263,19.2-311
2021,HB2263,19.2-71
2021,HB2263,17.1-310
2021,HB2263,18.2-26
2021,HB2263,19.2-120
2021,HB2263,19.2-175
2021,HB2263,19.2-319
2021,HB2263,19.2-76.1
2021,HB2263,18.2-10
2021,HB2263,18.2-31
2021,HB2263,19.2-157
2021,HB2263,19.2-247
2021,HB2263,19.2-327.1
2021,HB2263,53.1-204
2021,HB2263,18.2-18
2021,HB2263,18.2-32
2021,HB2263,19.2-159
2021,HB2263,19.2-270.4:1
2021,HB2263,19.2-327.11
2021,HB2263,53.1-229
2021,HB2263,18.2-22
2021,HB2263,19.2-100
2021,HB2263,19.2-163.01
2021,HB2263,19.2-299
2021,HB2263,19.2-389.1
2021,HB2263,8.01-195.10
2021,HB2263,18.2-25
2021,HB2263,19.2-102
2021,HB2263,19.2-163.4:1
2021,HB2263,19.2-299.1
2021,HB2263,19.2-400
2021,HB2263,8.01-654
2021,HB2263,17.1-310
2021,HB2263,18.2-26
2021,HB2263,19.2-120
2021,HB2263,19.2-175
2021,HB2263,19.2-319
2021,HB2263,19.2-76.1
2021,HB2263,17.1-406
2021,HB2263,18.2-30
2021,HB2263,19.2-152.2
2021,HB2263,19.2-217.1
2021,HB2263,19.2-321.2
2021,HB2263,2.2-3705.7
2021,HB2263,18.2-18
2021,HB2263,18.2-32
2021,HB2263,19.2-159
2021,HB2263,19.2-270.4:1
2021,HB2263,19.2-327.11
2021,HB2263,53.1-229
2021,HB2263,18.2-19
2021,HB2263,18.2-8
2021,HB2263,19.2-163
2021,HB2263,19.2-295.3
2021,HB2263,19.2-327.3
2021,HB2263,54.1-3307
2021,HB2264,51.1-155
2021,HB2265,10.1-1308
2021,HB2265,56-585.1
2021,HB2266,4.1-206
2021,HB2266,4.1-308
2021,HB2266,4.1-308
2021,HB2266,4.1-231
2021,HB2266,4.1-308
2021,HB2266,4.1-128
2021,HB2266,4.1-233
2021,HB2266,4.1-128
2021,HB2268,32.1-48
2021,HB2268,32.1-46
2021,HB2270,40.1-28.10
2021,HB2273,58.1-609.3
2021,HB2273,58.1-609.3
2021,HB2274,38.2-3407.15
2021,HB2275,3.2-5101
2021,HB2275,3.2-5101
2021,HB2275,3.2-5130
2021,HB2275,3.2-5130
2021,HB2275,3.2-5100
2021,HB2275,3.2-5100
2021,HB2276,18.2-308.5
2021,HB2276,18.2-308.5
2021,HB2278,24.2-530
2021,HB2278,24.2-703.1
2021,HB2278,24.2-101
2021,HB2278,24.2-535
2021,HB2278,24.2-418
2021,HB2278,24.2-703
2021,HB2279,54.1-1133
2021,HB2281,56-576
2021,HB2285,18.2-308.2:2
2021,HB2286,19.2-158
2021,HB2287,15.2-4904
2021,HB2287,15.2-4904
2021,HB2289,2.2-5212
2021,HB2289,2.2-5211
2021,HB2293,58.1-3713
2021,HB2293,58.1-3713
2021,HB2294,46.2-629
2021,HB2294,46.2-629
2021,HB2297,4.1-327
2021,HB2298,29.1-100
2021,HB2298,29.1-100
2021,HB2300,32.1-127
2021,HB2300,32.1-127
2021,HB2303,37.2-314
2021,HB2303,63.2-901.1
2021,HB2303,18.2-251
2021,HB2303,53.1-203
2021,HB2303,19.2-188.1
2021,HB2303,63.2-1722
2021,HB2303,16.1-278.9
2021,HB2303,37.2-416
2021,HB2303,18.2-257
2021,HB2303,54.1-3401
2021,HB2303,19.2-392.02
2021,HB2303,63.2-1726
2021,HB2303,18.2-250
2021,HB2303,37.2-506
2021,HB2303,18.2-477.2
2021,HB2303,63.2-1721
2021,HB2306,2.2-4354
2021,HB2308,57-20
2021,HB2308,57-20
2021,HB2311,10.1-2300
2021,HB2311,10.1-2300
2021,HB2311,10.1-2306
2021,HB2311,10.1-2306
2021,HB2312,15.2-2820
2021,HB2312,17.1-276
2021,HB2312,18.2-254
2021,HB2312,18.2-265.2
2021,HB2312,18.2-474.1
2021,HB2312,19.2-392.1
2021,HB2312,2.2-221
2021,HB2312,2.2-4024
2021,HB2312,3.2-1010
2021,HB2312,4.1-225
2021,HB2312,58.1-1007
2021,HB2312,9.1-1101
2021,HB2312,16.1-228
2021,HB2312,18.2-246.6
2021,HB2312,18.2-255
2021,HB2312,18.2-265.3
2021,HB2312,18.2-57
2021,HB2312,19.2-392.2
2021,HB2312,2.2-2696
2021,HB2312,2.2-4345
2021,HB2312,3.2-3906
2021,HB2312,46.2-105.2
2021,HB2312,58.1-3
2021,HB2312,9.1-400
2021,HB2312,16.1-273
2021,HB2312,18.2-248
2021,HB2312,18.2-255.2
2021,HB2312,18.2-308.1:5
2021,HB2312,19.2-303
2021,HB2312,19.2-66
2021,HB2312,2.2-2905
2021,HB2312,2.2-509.1
2021,HB2312,4.1-100
2021,HB2312,48-17.1
2021,HB2312,59.1-148.3
2021,HB2312,9.1-801
2021,HB2312,16.1-278.8:01
2021,HB2312,18.2-248.01
2021,HB2312,18.2-258
2021,HB2312,18.2-308.4
2021,HB2312,19.2-386.21
2021,HB2312,19.2-81
2021,HB2312,2.2-3114
2021,HB2312,2.2-511
2021,HB2312,4.1-101
2021,HB2312,5.1-13
2021,HB2312,65.2-402
2021,HB2312,15.2-1627
2021,HB2312,16.1-69.40:1
2021,HB2312,18.2-251.02
2021,HB2312,18.2-258.1
2021,HB2312,18.2-46.1
2021,HB2312,19.2-389
2021,HB2312,19.2-83.1
2021,HB2312,2.2-3711
2021,HB2312,22.1-277.08
2021,HB2312,4.1-121
2021,HB2312,53.1-231.2
2021,HB2312,9.1-101
2021,HB2312,15.2-2288.3
2021,HB2312,16.1-69.48:1
2021,HB2312,18.2-252
2021,HB2312,18.2-265.1
2021,HB2312,18.2-460
2021,HB2312,19.2-392.02
2021,HB2312,2.2-1119
2021,HB2312,2.2-3802
2021,HB2312,24.2-233
2021,HB2312,4.1-124
2021,HB2312,54.1-2903
2021,HB2312,9.1-102
2021,HB2312,16.1-228
2021,HB2312,18.2-246.6
2021,HB2312,18.2-255
2021,HB2312,18.2-265.3
2021,HB2312,18.2-57
2021,HB2312,19.2-392.2
2021,HB2312,2.2-2696
2021,HB2312,2.2-4345
2021,HB2312,3.2-3906
2021,HB2312,46.2-105.2
2021,HB2312,58.1-3
2021,HB2312,9.1-400
2021,HB2312,16.1-260
2021,HB2312,18.2-247
2021,HB2312,18.2-255.1
2021,HB2312,18.2-287.2
2021,HB2312,19.2-188.1
2021,HB2312,19.2-392.4
2021,HB2312,2.2-2818
2021,HB2312,2.2-507
2021,HB2312,32.1-357
2021,HB2312,46.2-347
2021,HB2312,58.1-3651
2021,HB2312,9.1-500
2021,HB2312,16.1-278.8:01
2021,HB2312,18.2-248.01
2021,HB2312,18.2-258
2021,HB2312,18.2-308.4
2021,HB2312,19.2-386.21
2021,HB2312,19.2-81
2021,HB2312,2.2-3114
2021,HB2312,2.2-511
2021,HB2312,4.1-101
2021,HB2312,5.1-13
2021,HB2312,65.2-402
2021,HB2312,1-404
2021,HB2312,16.1-278.9
2021,HB2312,18.2-251
2021,HB2312,18.2-258.02
2021,HB2312,18.2-371.2
2021,HB2312,19.2-386.25
2021,HB2312,19.2-81.1
2021,HB2312,2.2-3705.3
2021,HB2312,22.1-206
2021,HB2312,4.1-116
2021,HB2312,51.1-212
2021,HB2312,65.2-402.1
2021,HB2312,15.2-2288.3
2021,HB2312,16.1-69.48:1
2021,HB2312,18.2-252
2021,HB2312,18.2-265.1
2021,HB2312,18.2-460
2021,HB2312,19.2-392.02
2021,HB2312,2.2-1119
2021,HB2312,2.2-3802
2021,HB2312,24.2-233
2021,HB2312,4.1-124
2021,HB2312,54.1-2903
2021,HB2312,9.1-102
2021,HB2312,15.2-2820
2021,HB2312,17.1-276
2021,HB2312,18.2-254
2021,HB2312,18.2-265.2
2021,HB2312,18.2-474.1
2021,HB2312,19.2-392.1
2021,HB2312,2.2-221
2021,HB2312,2.2-4024
2021,HB2312,3.2-1010
2021,HB2312,4.1-225
2021,HB2312,58.1-1007
2021,HB2312,9.1-1101
2021,HB2312,16.1-260
2021,HB2312,18.2-247
2021,HB2312,18.2-255.1
2021,HB2312,18.2-287.2
2021,HB2312,19.2-188.1
2021,HB2312,19.2-392.4
2021,HB2312,2.2-2818
2021,HB2312,2.2-507
2021,HB2312,32.1-357
2021,HB2312,46.2-347
2021,HB2312,58.1-3651
2021,HB2312,9.1-500
2021,HB2312,16.1-273
2021,HB2312,18.2-248
2021,HB2312,18.2-255.2
2021,HB2312,18.2-308.1:5
2021,HB2312,19.2-303
2021,HB2312,19.2-66
2021,HB2312,2.2-2905
2021,HB2312,2.2-509.1
2021,HB2312,4.1-100
2021,HB2312,48-17.1
2021,HB2312,59.1-148.3
2021,HB2312,9.1-801
2021,HB2312,1-404
2021,HB2312,16.1-278.9
2021,HB2312,18.2-251
2021,HB2312,18.2-258.02
2021,HB2312,18.2-371.2
2021,HB2312,19.2-386.25
2021,HB2312,19.2-81.1
2021,HB2312,2.2-3705.3
2021,HB2312,22.1-206
2021,HB2312,4.1-116
2021,HB2312,51.1-212
2021,HB2312,65.2-402.1
2021,HB2312,15.2-1627
2021,HB2312,16.1-69.40:1
2021,HB2312,18.2-251.02
2021,HB2312,18.2-258.1
2021,HB2312,18.2-46.1
2021,HB2312,19.2-389
2021,HB2312,19.2-83.1
2021,HB2312,2.2-3711
2021,HB2312,22.1-277.08
2021,HB2312,4.1-121
2021,HB2312,53.1-231.2
2021,HB2312,9.1-101
2021,HB2313,2.2-3705.7
2021,HB2313,2.2-3705.7
2021,HB2321,2.2-205.1
2021,HB2321,2.2-205.1
2021,HB2321,2.2-200
2021,HB2321,2.2-200
2021,HB2321,2.2-435.6
2021,HB2321,2.2-435.6
2021,HB2321,2.2-204
2021,HB2321,2.2-204
2021,HB2321,2.2-435.8
2021,HB2321,2.2-435.8
2021,HB2322,2.2-212
2021,HB2322,2.2-212
2021,HB2323,15.2-4116
2021,HB2323,15.2-4116
2021,HB2326,15.2-914
2021,HB2326,15.2-914
2021,HB2329,37.2-839
2021,HB2329,37.2-837
2021,HB2329,37.2-838
2021,HB2330,56-576
2021,HB2330,56-576
2021,HB2331,18.2-248
2021,HB2331,4.1-302
2021,HB2331,18.2-248.5
2021,HB2331,18.2-248.1
2021,HB2331,18.2-186.4
2021,HB2331,3.2-4212
2021,HB2331,18.2-255.2
2021,HB2331,18.2-248.03
2021,HB2331,46.2-391
2021,HB2331,18.2-248.01
2021,HB2331,46.2-357
2021,HB2331,18.2-255
2021,HB2331,18.2-248.5
2021,HB2331,18.2-248
2021,HB2331,4.1-302
2021,HB2331,18.2-186.4
2021,HB2331,3.2-4212
2021,HB2331,18.2-248.1
2021,HB2331,18.2-248.03
2021,HB2331,46.2-391
2021,HB2331,18.2-255.2
2021,HB2331,18.2-255
2021,HB2331,18.2-248.01
2021,HB2331,46.2-357
2021,HB2332,38.2-4214
2021,HB2332,38.2-4319
2021,HB2332,38.2-4319
2021,HB2332,38.2-4214
2021,HB2334,18.2-146
2021,HB5002,2.2-4303
2021,HB5002,2.2-4310
2021,SB27,38.2-2206
2021,SB27,8.01-66.1
2021,SB91,53.1-165.1
2021,SB97,36-96.17
2021,SB97,36-96.3
2021,SB97,36-96.17
2021,SB97,36-96.3
2021,SB135,2.2-5212
2021,SB135,2.2-5211
2021,SB148,18.2-266
2021,SB148,18.2-266.1
2021,SB150,30-19.1:4
2021,SB150,30-28.18
2021,SB166,24.2-949.9
2021,SB166,24.2-952.7
2021,SB166,24.2-950.9
2021,SB166,24.2-948.4
2021,SB166,24.2-951.9
2021,SB190,2.2-5212
2021,SB190,2.2-5211
2021,SB223,16.1-305
2021,SB223,16.1-306
2021,SB234,2.2-1204
2021,SB249,22.1-253.13:3
2021,SB291,6.2-1616
2021,SB304,54.1-3423
2021,SB304,3.2-6546
2021,SB304,3.2-6546
2021,SB306,4.1-305
2021,SB306,18.2-251
2021,SB306,4.1-305
2021,SB306,16.1-69.55
2021,SB306,18.2-251
2021,SB306,16.1-69.55
2021,SB318,29.1-556.1
2021,SB326,19.2-295.1
2021,SB352,64.2-2000
2021,SB352,64.2-2003
2021,SB382,32.1-325
2021,SB387,18.2-340.28
2021,SB387,18.2-340.27
2021,SB387,18.2-340.28
2021,SB390,22.1-253.13:3
2021,SB409,10.1-1408.1
2021,SB419,15.2-961.1
2021,SB420,8.01-225
2021,SB449,18.2-25
2021,SB449,19.2-102
2021,SB449,19.2-163.4:1
2021,SB449,19.2-299.1
2021,SB449,19.2-389.1
2021,SB449,8.01-654
2021,SB449,17.1-406
2021,SB449,18.2-30
2021,SB449,19.2-152.2
2021,SB449,19.2-217.1
2021,SB449,19.2-321.2
2021,SB449,19.2-76.1
2021,SB449,18.2-19
2021,SB449,18.2-8
2021,SB449,19.2-163
2021,SB449,19.2-295.3
2021,SB449,19.2-327.2
2021,SB449,53.1-229
2021,SB449,18.2-251.01
2021,SB449,19.2-11.01
2021,SB449,19.2-169.3
2021,SB449,19.2-311
2021,SB449,19.2-400
2021,SB449,18.2-10
2021,SB449,18.2-31
2021,SB449,19.2-157
2021,SB449,19.2-247
2021,SB449,19.2-327.1
2021,SB449,2.2-3705.7
2021,SB449,18.2-22
2021,SB449,19.2-100
2021,SB449,19.2-163.01
2021,SB449,19.2-299
2021,SB449,19.2-327.3
2021,SB449,8.01-195.10
2021,SB449,17.1-310
2021,SB449,18.2-26
2021,SB449,19.2-120
2021,SB449,19.2-175
2021,SB449,19.2-319
2021,SB449,19.2-71
2021,SB449,18.2-18
2021,SB449,18.2-32
2021,SB449,19.2-159
2021,SB449,19.2-270.4:1
2021,SB449,19.2-327.11
2021,SB449,53.1-204
2021,SB474,38.2-3407.10
2021,SB490,18.2-308.2
2021,SB490,18.2-308.2:3
2021,SB490,18.2-308.2:1
2021,SB490,19.2-386.28
2021,SB490,18.2-308.2:2
2021,SB502,63.2-1954
2021,SB510,3.2-5120
2021,SB510,3.2-5121
2021,SB510,3.2-5123
2021,SB533,59.1-392
2021,SB533,37.2-304
2021,SB550,16.1-253.2
2021,SB550,19.2-11.2
2021,SB550,16.1-266.2
2021,SB550,16.1-243
2021,SB550,16.1-298
2021,SB550,16.1-253.4
2021,SB550,19.2-81.3
2021,SB550,16.1-279.1
2021,SB550,16.1-253.1
2021,SB550,18.2-57.2
2021,SB550,16.1-260
2021,SB550,16.1-228
2021,SB550,16.1-296
2021,SB606,51.1-169
2021,SB624,19.2-297.1
2021,SB624,53.1-40.01
2021,SB627,2.2-4354
2021,SB637,58.1-901
2021,SB637,58.1-912
2021,SB637,58.1-902
2021,SB637,58.1-905
2021,SB681,19.2-175
2021,SB719,40.1-28.9
2021,SB721,19.2-305.2
2021,SB721,19.2-305.1
2021,SB756,58.1-406
2021,SB756,58.1-443
2021,SB765,38.2-3407.15
2021,SB777,2.2-4402
2021,SB785,6.2-1701
2021,SB803,15.2-1627.2
2021,SB803,15.2-1627.3
2021,SB803,15.2-1626
2021,SB803,15.2-1636.8
2021,SB805,18.2-58
2021,SB805,18.2-58
2021,SB808,19.2-392.4
2021,SB808,19.2-392.1
2021,SB808,19.2-392.2
2021,SB810,19.2-298.01
2021,SB810,19.2-295.1
2021,SB811,19.2-295.1
2021,SB811,19.2-288
2021,SB811,19.2-295.3
2021,SB811,19.2-295
2021,SB811,19.2-264.3
2021,SB819,18.2-254.1
2021,SB824,4.1-119
2021,SB867,38.2-3407.10
2021,SB867,38.2-4319
2021,SB887,24.2-410.1
2021,SB887,24.2-413
2021,SB887,24.2-428.2
2021,SB887,24.2-411.1
2021,SB887,24.2-418
2021,SB887,24.2-1016
2021,SB887,24.2-653
2021,SB887,24.2-412
2021,SB887,24.2-418.1
2021,SB914,19.2-392.4
2021,SB917,38.2-3407.5:1
2021,SB917,38.2-4319
2021,SB917,32.1-325
2021,SB946,32.1-325
2021,SB947,19.2-392.1
2021,SB947,19.2-392.2
2021,SB973,16.1-69.6:1
2021,SB973,17.1-507
2021,SB983,32.1-102.1
2021,SB993,32.1-30
2021,SB993,32.1-17
2021,SB993,32.1-30
2021,SB993,32.1-17
2021,SB993,32.1-34
2021,SB1033,16.1-285.2
2021,SB1033,18.2-474.1
2021,SB1033,51.1-212
2021,SB1033,66-25.2:1
2021,SB1033,9.1-903
2021,SB1033,16.1-322.6
2021,SB1033,2.2-1837
2021,SB1033,66-13.1
2021,SB1033,66-25.6
2021,SB1033,16.1-269.1
2021,SB1033,18.2-473.1
2021,SB1033,22.1-289
2021,SB1033,66-25.1:1
2021,SB1033,8.01-195.10
2021,SB1033,16.1-309.4
2021,SB1033,18.2-477.2
2021,SB1033,66-10
2021,SB1033,66-25.3
2021,SB1033,18.2-431.1
2021,SB1033,2.2-3007
2021,SB1033,66-18
2021,SB1033,66-25.7
2021,SB1033,16.1-285.1
2021,SB1033,18.2-474
2021,SB1033,29.1-317
2021,SB1033,66-25.1:3
2021,SB1033,9.1-801
2021,SB1033,16.1-322.5
2021,SB1033,18.2-48.1
2021,SB1033,66-13
2021,SB1033,66-25.4
2021,SB1033,16.1-249
2021,SB1033,18.2-473
2021,SB1033,22.1-209.1:2
2021,SB1033,66-22.1
2021,SB1033,66-3
2021,SB1049,37.2-838
2021,SB1049,32.1-127.1:03
2021,SB1049,37.2-817
2021,SB1049,37.2-505
2021,SB1049,37.2-817.4
2021,SB1049,37.2-814
2021,SB1050,32.1-127
2021,SB1050,37.2-808
2021,SB1052,18.2-340.26:1
2021,SB1061,15.2-958.3
2021,SB1062,2.2-2101
2021,SB1092,15.2-2245
2021,SB1095,4.1-111
2021,SB1095,4.1-226
2021,SB1095,4.1-113
2021,SB1095,4.1-325
2021,SB1095,4.1-223
2021,SB1097,24.2-706
2021,SB1097,24.2-704
2021,SB1097,24.2-702.1
2021,SB1097,24.2-707
2021,SB1097,24.2-706
2021,SB1097,24.2-704
2021,SB1097,24.2-702.1
2021,SB1097,24.2-707
2021,SB1098,5.1-5
2021,SB1098,5.1-5
2021,SB1099,2.2-5211
2021,SB1099,2.2-5212
2021,SB1103,2.2-3703
2021,SB1103,2.2-3703
2021,SB1104,53.1-136
2021,SB1104,53.1-136
2021,SB1104,53.1-155
2021,SB1104,53.1-155
2021,SB1107,8.01-581.15
2021,SB1108,43-34
2021,SB1108,16.1-107
2021,SB1108,46.2-644.03
2021,SB1108,16.1-77
2021,SB1108,16.1-77
2021,SB1108,8.01-195.4
2021,SB1108,8.01-195.4
2021,SB1111,24.2-606
2021,SB1111,24.2-606
2021,SB1112,58.1-439.12:08
2021,SB1112,58.1-439.12:08
2021,SB1113,18.2-60
2021,SB1114,2.2-5211
2021,SB1114,2.2-5212
2021,SB1115,54.1-3401
2021,SB1115,54.1-3446
2021,SB1115,18.2-247
2021,SB1115,54.1-3401
2021,SB1116,32.1-46
2021,SB1116,32.1-48
2021,SB1117,32.1-46
2021,SB1118,24.2-653
2021,SB1120,15.2-2506
2021,SB1120,15.2-520
2021,SB1120,15.2-520
2021,SB1120,15.2-2506
2021,SB1121,32.1-269
2021,SB1121,32.1-269
2021,SB1122,16.1-305
2021,SB1122,8.01-407
2021,SB1122,46.2-411
2021,SB1122,19.2-389
2021,SB1122,16.1-77
2021,SB1122,8.01-9
2021,SB1122,46.2-411
2021,SB1122,46.2-301
2021,SB1122,16.1-77
2021,SB1122,8.01-9
2021,SB1122,53.1-21
2021,SB1122,46.2-301
2021,SB1122,17.1-213
2021,SB1122,53.1-21
2021,SB1122,46.2-301.1
2021,SB1122,17.1-213
2021,SB1122,16.1-305
2021,SB1122,8.01-407
2021,SB1122,46.2-301.1
2021,SB1122,19.2-389
2021,SB1124,64.2-403
2021,SB1125,53.1-155
2021,SB1125,53.1-136
2021,SB1125,53.1-136
2021,SB1125,53.1-155
2021,SB1127,18.2-340.28
2021,SB1127,18.2-340.23
2021,SB1127,18.2-340.28
2021,SB1127,18.2-340.16
2021,SB1127,18.2-340.26:1
2021,SB1127,18.2-340.19
2021,SB1127,18.2-340.27
2021,SB1127,18.2-334.2
2021,SB1127,18.2-340.25
2021,SB1127,18.2-340.34
2021,SB1127,18.2-340.16
2021,SB1127,18.2-340.26:1
2021,SB1127,18.2-340.23
2021,SB1127,18.2-340.28
2021,SB1127,18.2-334.2
2021,SB1127,18.2-340.25
2021,SB1127,18.2-340.34
2021,SB1127,18.2-340.19
2021,SB1127,18.2-340.27
2021,SB1129,18.2-282
2021,SB1129,18.2-282
2021,SB1129,18.2-433.2
2021,SB1129,18.2-433.2
2021,SB1131,44-146.17
2021,SB1132,22.1-98
2021,SB1132,22.1-98
2021,SB1133,2.2-5212
2021,SB1133,2.2-5211
2021,SB1135,3.2-6540
2021,SB1135,3.2-6542
2021,SB1135,3.2-6542
2021,SB1135,3.2-6540
2021,SB1136,46.2-1063
2021,SB1136,46.2-1063
2021,SB1137,51.1-155
2021,SB1138,19.2-392.02
2021,SB1138,18.2-346.1
2021,SB1138,19.2-8
2021,SB1138,57-48
2021,SB1138,17.1-805
2021,SB1138,54.1-2982
2021,SB1138,18.2-52.1
2021,SB1138,54.1-2982
2021,SB1138,19.2-299
2021,SB1138,16.1-69.55
2021,SB1138,19.2-310.2
2021,SB1138,54.1-2983
2021,SB1138,19.2-8
2021,SB1138,18.2-346.1
2021,SB1138,32.1-291.16
2021,SB1138,18.2-346.1
2021,SB1138,54.1-2983
2021,SB1138,18.2-67.4:1
2021,SB1138,54.1-2982
2021,SB1138,19.2-310.2
2021,SB1138,17.1-805
2021,SB1138,19.2-392.02
2021,SB1138,57-48
2021,SB1138,16.1-69.55
2021,SB1138,32.1-291.16
2021,SB1138,18.2-52.1
2021,SB1138,32.1-291.16
2021,SB1138,18.2-52.1
2021,SB1138,57-48
2021,SB1138,19.2-299
2021,SB1138,54.1-2983
2021,SB1141,15.2-5102.1
2021,SB1141,15.2-5102.1
2021,SB1142,20-25
2021,SB1142,20-25
2021,SB1144,58.1-1509
2021,SB1144,5.1-5
2021,SB1144,5.1-5
2021,SB1144,5.1-51
2021,SB1146,58.1-301
2021,SB1146,58.1-301
2021,SB1146,58.1-402
2021,SB1147,32.1-122.6:04
2021,SB1147,32.1-122.6:04
2021,SB1148,24.2-510
2021,SB1148,24.2-515.1
2021,SB1148,24.2-311
2021,SB1148,24.2-503
2021,SB1148,24.2-510
2021,SB1148,24.2-515
2021,SB1148,24.2-503
2021,SB1148,24.2-507
2021,SB1148,24.2-515
2021,SB1148,24.2-515.1
2021,SB1148,24.2-311
2021,SB1148,24.2-507
2021,SB1149,32.1-127
2021,SB1153,24.2-712
2021,SB1153,24.2-712
2021,SB1154,37.2-304
2021,SB1154,37.2-304
2021,SB1157,15.2-1400
2021,SB1157,15.2-1400
2021,SB1158,58.1-439.12:10
2021,SB1158,58.1-439.12:06
2021,SB1158,58.1-439.12:06
2021,SB1158,58.1-439.12:09
2021,SB1158,58.1-439.12:09
2021,SB1158,58.1-439.12:10
2021,SB1160,46.2-1212.1
2021,SB1160,46.2-1212.1
2021,SB1161,10.1-502
2021,SB1161,10.1-502
2021,SB1161,10.1-502
2021,SB1162,58.1-439.5
2021,SB1162,58.1-339.3
2021,SB1162,58.1-339.3
2021,SB1162,58.1-439.5
2021,SB1163,58.1-337
2021,SB1163,58.1-334
2021,SB1163,58.1-436
2021,SB1163,58.1-432
2021,SB1163,58.1-337
2021,SB1163,58.1-334
